Locality,Population,Population density,Accommodation,Agricultural/Plant production,"Art, music, hobbies",Cars,Civic/Amenity,"Clothing, shoes, accessories",Commercial,Common Landuse Key Values - Developed land,Common Landuse Key Values - Rural and agricultural land,"Discount store, charity","Do-it-yourself, household, building materials, gardening",Education,Electronics,"Entertainment, Arts & Culture",Financial,"Food, beverages",Furniture and interior,"General store, department store, mall",Health and beauty,Healthcare,Leisure,Manmade,Military,Office,Other Amenities,Other Buildings,Other Landuse Key Values,"Outdoors and sport, vehicles",Public transport,Religious,Sport,"Stationery, gifts, books, newspapers",Sustenance,Tourism,Transportation
"LANAO DEL SUR, LUMBAYANAGUE",21717,986.0964021,48,0,0,0,4,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,4,3,0,0,0,0,0,0,0,1
"LANAO DEL SUR, MADALUM",25585,1773.185429,54,0,0,0,5,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,3,4,0,0,0,0,0,0,0,2
"LANAO DEL SUR, MADAMBA",19587,532.697206,45,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,3,3,0,0,0,0,0,0,0,1
"LANAO DEL SUR, MAGUING",29045,93.42441763,59,0,0,0,6,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,7,4,0,0,1,0,0,0,0,2
"LANAO DEL SUR, MALABANG",41024,504.9416364,76,0,0,0,8,0,0,2,0,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,6,5,0,0,0,1,0,0,0,3
"LANAO DEL SUR, MARANTAO",32075,481.8272581,64,0,0,0,6,0,0,0,1,0,0,3,0,0,0,2,0,0,0,1,4,1,0,0,0,9,5,0,0,0,0,0,0,0,2
"LANAO DEL SUR, MARAWI CITY",177391,3545.104275,217,0,0,0,39,1,8,11,4,2,3,22,2,1,7,12,1,5,0,10,24,8,0,1,1,994,16,3,0,10,3,1,19,6,20
"LANAO DEL SUR, MAROGONG",21120,100.8581966,47,0,0,0,4,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,5,3,0,0,0,0,0,0,0,1
"LANAO DEL SUR, MASIU",30196,1478.656475,61,0,0,0,6,0,0,1,0,0,0,3,0,0,0,2,0,0,0,1,3,1,0,0,0,2,4,0,0,0,0,0,0,0,2
"LANAO DEL SUR, MULONDO",16458,405.2878206,39,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,9,3,0,0,0,0,0,0,0,1
"LANAO DEL SUR, PAGAYAWAN",18374,497.9186019,43,0,0,0,4,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,6,3,0,0,1,0,0,0,0,1
"LANAO DEL SUR, PIAGAPO",34792,2342.026599,68,0,0,0,7,0,0,1,1,0,1,3,0,0,0,2,0,0,0,2,4,2,0,0,0,15,5,0,0,1,0,0,0,0,3
"LANAO DEL SUR, PICONG",23487,222.1500859,51,0,0,0,5,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,6,4,0,0,0,0,0,0,0,2
"LANAO DEL SUR, POONA BAYABAO",23589,997.3797181,51,0,0,0,5,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,3,4,0,0,0,0,0,0,0,2
"LANAO DEL SUR, PUALAS",17962,820.9186257,42,0,0,0,3,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,11,3,0,0,1,0,0,0,0,1
"LANAO DEL SUR, SAGUIARAN",23274,796.8696266,51,0,0,0,5,0,0,1,3,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,61,4,0,0,0,1,0,0,0,2
"LANAO DEL SUR, SULTAN DUMALONDONG",16693,87.46402257,40,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,4,3,0,0,0,0,0,0,0,1
"LANAO DEL SUR, TAGOLOAN II",11144,74.18150796,30,0,0,0,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,2,0,0,0,0,0,0,0,1
"LANAO DEL SUR, TAMPARAN",27875,2768.635817,58,0,0,0,5,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,1,4,0,0,0,0,0,0,0,2
"LANAO DEL SUR, TARAKA",28196,1851.807992,58,0,0,0,6,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,1,4,0,0,0,0,0,0,0,2
"LANAO DEL SUR, TUBARAN",20358,285.9088607,46,0,0,0,4,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,6,3,0,0,1,1,0,0,0,1
"LANAO DEL SUR, TUGAYA",24017,760.7470319,52,0,0,0,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,1,4,0,0,0,0,0,0,0,2
"LANAO DEL SUR, WAO",42186,360.8410751,78,0,0,0,8,0,0,4,1,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,19,6,0,0,1,1,0,1,0,3
"LEYTE, ABUYOG",56097,217.6415293,95,0,0,0,12,0,1,4,1,0,1,6,0,0,0,3,0,0,0,3,7,2,0,0,0,18,7,0,0,1,1,0,1,0,5
"LEYTE, ALANGALANG",43691,299.1655862,80,0,0,0,9,0,0,4,1,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,29,6,0,0,1,0,0,0,0,4
"LEYTE, ALBUERA",39199,232.9452005,74,0,0,0,8,0,0,3,1,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,24,5,0,0,1,0,0,1,0,3
"LEYTE, BABATNGON",24067,175.4966012,52,0,0,0,5,0,0,4,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,6,4,0,0,0,0,0,0,0,2
"LEYTE, BARUGO",27569,337.9598558,57,0,0,0,5,0,0,2,1,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,12,4,0,0,1,0,0,0,0,2
"LEYTE, BATO",33930,587.1572879,66,0,0,0,7,0,0,2,0,0,1,3,0,0,0,2,0,0,0,2,4,1,0,0,0,13,5,0,0,1,1,0,0,1,3
"LEYTE, BAYBAY CITY",102526,252.5113714,147,0,0,0,22,1,2,9,2,1,2,12,1,0,1,6,0,1,0,5,13,4,0,0,0,70,11,0,0,2,1,0,3,1,10
"LEYTE, BURAUEN",48606,235.7810732,86,0,0,0,10,0,0,2,2,0,1,5,0,0,0,3,0,0,0,2,6,2,0,0,0,60,6,0,0,1,0,0,0,0,4
"LEYTE, CALUBIAN",29945,290.8786678,61,0,0,0,6,0,0,4,2,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,39,4,0,0,1,0,0,0,0,2
"LEYTE, CAPOOCAN",28388,176.0779355,58,0,0,0,6,0,0,2,1,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,16,4,0,0,0,0,0,0,0,2
"LEYTE, CARIGARA",45696,390.3476815,82,0,0,0,9,0,0,3,3,0,1,5,0,0,0,2,0,0,0,2,5,2,0,0,0,83,6,0,0,1,0,0,0,0,4
"LEYTE, DAGAMI",30451,226.1769128,61,0,0,0,6,0,0,2,1,0,0,3,0,0,0,2,0,0,0,1,4,1,0,0,0,11,4,0,0,0,0,0,0,0,2
"LEYTE, DULAG",40570,634.6851246,75,0,0,0,8,0,0,1,1,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,27,5,0,0,1,0,0,1,0,3
"LEYTE, HILONGOS",53911,342.4315936,92,0,0,0,11,0,1,4,1,0,1,6,0,0,0,3,0,0,0,3,7,2,0,0,0,58,7,0,0,1,1,0,1,1,5
"LEYTE, HINDANG",19927,185.8869604,45,0,0,0,4,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,13,3,0,0,1,0,0,0,0,1
"LEYTE, INOPACAN",19276,97.91990436,44,0,0,0,4,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,8,3,0,0,0,0,0,0,0,1
"LEYTE, ISABEL",40214,392.5681464,75,0,0,0,8,0,0,3,1,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,25,5,0,0,1,0,0,0,1,3
"LEYTE, JARO",38797,202.6844482,73,0,0,0,8,0,0,2,2,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,41,5,0,0,0,0,0,0,0,3
"LEYTE, JAVIER",23453,152.5349969,51,0,0,0,5,0,0,4,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,30,4,0,0,1,0,0,0,0,2
"LEYTE, JULITA",12310,214.4300058,32,0,0,0,2,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,4,2,0,0,1,0,0,0,0,1
"LEYTE, KANANGA",46373,316.7542564,83,0,0,0,9,0,0,3,3,0,1,5,0,0,0,2,0,0,0,2,6,2,0,0,0,53,6,0,0,1,0,0,0,0,4
"LEYTE, LA PAZ",18650,136.5463447,43,0,0,0,4,0,0,7,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,12,3,0,0,0,0,0,0,0,1
"LEYTE, LEYTE",35478,147.1616769,68,0,0,0,7,0,0,2,1,0,1,3,0,0,0,2,0,0,0,2,4,2,0,0,0,11,5,0,0,1,0,0,0,0,3
"LEYTE, MACARTHUR",17608,303.0272344,41,0,0,0,3,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,14,3,0,0,0,0,0,0,0,1
"LEYTE, MAHAPLAG",27097,149.6492985,56,0,0,0,5,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,13,4,0,0,2,0,0,0,0,2
"LEYTE, MATAG-OB",16764,263.2113923,40,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,12,3,0,0,0,0,0,0,0,1
"LEYTE, MATALOM",31055,280.8480593,62,0,0,0,6,0,0,3,0,0,0,3,0,0,0,2,0,0,0,1,4,1,0,0,0,8,4,0,0,1,1,0,1,0,2
"LEYTE, MAYORGA",13807,348.4628166,35,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,10,2,0,0,0,0,0,0,0,1
"LEYTE, MERIDA",26285,258.069759,55,0,0,0,5,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,19,4,0,0,1,0,0,0,0,2
"LEYTE, ORMOC CITY",178605,393.6667551,219,0,0,0,40,1,4,18,3,2,4,22,2,1,7,12,1,3,0,10,24,8,0,1,0,279,16,3,0,5,2,1,6,8,20
"LEYTE, PALO",56781,865.3828614,96,0,0,0,12,0,1,7,1,0,1,6,0,0,0,3,0,0,0,3,7,2,0,0,0,17,7,0,0,3,1,0,1,1,5
"LEYTE, PALOMPON",52530,415.8555469,91,0,0,0,11,0,1,5,1,0,1,5,0,0,0,3,0,0,0,3,6,2,0,0,0,15,6,0,0,1,1,0,0,1,4
"LEYTE, PASTRANA",16008,201.3702054,39,0,0,0,3,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,11,3,0,0,0,0,0,0,0,1
"LEYTE, SAN ISIDRO",29655,263.2338679,60,0,0,0,6,0,0,6,2,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,17,4,0,0,1,0,0,0,0,2
"LEYTE, SAN MIGUEL",16527,158.4807024,40,0,0,0,3,0,0,2,2,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,13,3,0,0,1,0,0,0,0,1
"LEYTE, SANTA FE",15905,277.1633481,38,0,0,0,3,0,1,2,2,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,23,3,0,0,1,0,0,0,0,1
"LEYTE, TABANGO",30503,262.0846384,61,0,0,0,6,0,0,2,0,0,0,3,0,0,0,2,0,0,0,1,4,1,0,0,0,2,4,0,0,1,0,0,0,0,2
"LEYTE, TABONTABON",9518,463.3161448,27,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11,2,0,0,0,0,0,0,0,1
"LEYTE, TACLOBAN CITY",218144,1833.804971,252,0,0,0,49,2,9,38,2,2,4,28,2,1,11,15,1,6,4,13,30,9,0,7,1,465,19,7,0,7,10,1,10,20,26
"LEYTE, TANAUAN",47426,752.2632035,84,0,0,0,10,0,0,3,3,0,1,5,0,0,0,3,0,0,0,2,6,2,0,0,0,42,6,0,0,2,0,0,1,0,4
"LEYTE, TOLOSA",16839,595.1298145,40,0,0,0,3,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,4,3,0,0,0,0,0,0,0,1
"LEYTE, TUNGA",6221,356.8787771,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"LEYTE, VILLABA",37838,282.0317434,72,0,0,0,8,0,0,2,0,0,1,4,0,0,0,2,0,0,0,2,4,2,0,0,0,15,5,0,0,1,0,0,0,0,3
"MAGUINDANAO, AMPATUAN",33702,97.91980657,66,0,0,0,7,0,1,3,0,0,1,3,0,0,0,2,0,0,0,2,4,1,0,0,0,10,5,0,0,0,0,0,0,0,3
"MAGUINDANAO, BARIRA",27607,206.036716,57,0,0,0,5,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,4,4,0,0,0,0,0,0,0,2
"MAGUINDANAO, BULDON",36937,115.6862449,70,0,0,0,7,0,0,2,1,0,1,4,0,0,0,2,0,0,0,2,4,2,0,0,0,12,5,0,0,1,0,0,1,0,3
"MAGUINDANAO, BULUAN",32310,1426.699759,64,0,0,0,6,0,0,3,1,0,1,3,0,0,0,2,0,0,0,1,4,1,0,0,0,7,5,0,0,1,0,0,0,0,2
"MAGUINDANAO, COTABATO CITY",259153,3101.095859,286,0,0,0,59,2,12,19,5,3,5,34,3,1,25,19,1,9,3,16,37,11,0,6,1,1055,21,9,0,14,9,1,28,24,32
"MAGUINDANAO, DATU ABDULLAH SANKI",33259,242.5031853,65,0,0,0,7,0,0,3,1,0,1,3,0,0,0,2,0,0,0,1,4,1,0,0,0,20,5,0,0,0,0,0,0,0,3
"MAGUINDANAO, DATU ANGGAL MIDTIMBANG",23713,769.5286711,51,0,0,0,5,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,8,4,0,0,0,0,0,0,0,2
"MAGUINDANAO, DATU BLAH T. SINSUAT",22656,57.4406878,50,0,0,0,4,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,4,3,0,0,0,0,0,0,1,2
"MAGUINDANAO, DATU ODIN SINSUAT",103765,294.8942141,148,0,0,0,22,1,8,4,2,1,2,12,1,0,2,6,0,1,5,6,13,4,0,1,0,51,11,0,0,3,2,0,3,3,10
"MAGUINDANAO, DATU PAGLAS",29979,209.8937441,61,0,0,0,6,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,9,4,0,0,0,0,0,0,0,2
"MAGUINDANAO, DATU PIANG",49971,608.8998158,88,0,0,0,10,0,0,3,2,0,1,5,0,0,0,3,0,0,0,2,6,2,0,0,0,47,6,0,0,1,1,0,0,0,4
"MAGUINDANAO, DATU SAUDI-AMPATUAN",45126,610.1920806,81,0,0,0,9,0,0,6,1,0,1,5,0,0,0,2,0,0,0,2,5,2,0,0,0,28,6,0,0,1,1,0,0,0,4
"MAGUINDANAO, DATU UNSAY",40522,472.5175445,75,0,0,0,8,0,0,1,1,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,18,5,0,0,1,0,0,0,0,3
"MAGUINDANAO, GEN. S. K. PENDATUN",36038,365.9016837,69,0,0,0,7,0,1,3,1,0,1,4,0,0,0,2,0,0,0,2,4,2,0,0,0,21,5,0,0,1,0,0,0,0,3
"MAGUINDANAO, GUINDULUNGAN",23777,392.0036174,51,0,0,0,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,3,4,0,0,0,0,0,0,0,2
"MAGUINDANAO, KABUNTALAN",22363,311.8497814,49,0,0,0,4,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,10,3,0,0,0,0,0,0,0,2
"MAGUINDANAO, MAMASAPANO",29285,424.3645912,60,0,0,0,6,0,0,4,1,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,9,4,0,0,1,0,0,0,0,2
"MAGUINDANAO, MANGUDADATU",24300,747.2058479,52,0,0,0,5,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,11,4,0,0,1,0,0,0,0,2
"MAGUINDANAO, MATANOG",36319,449.3353691,70,0,0,0,7,0,0,2,1,0,1,4,0,0,0,2,0,0,0,2,4,2,0,0,0,9,5,0,0,0,0,0,0,0,3
"MAGUINDANAO, NORTHERN KABUNTALAN",22170,156.168085,49,0,0,0,4,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,19,3,0,0,0,0,0,0,0,2
"MAGUINDANAO, PAGAGAWAN",32995,296.1400622,65,0,0,0,7,0,0,2,0,0,1,3,0,0,0,2,0,0,0,1,4,1,0,0,0,4,5,0,0,0,0,0,0,0,3
"MAGUINDANAO, PAGALUNGAN",31052,112.7858734,62,0,0,0,6,0,0,1,0,0,0,3,0,0,0,2,0,0,0,1,4,1,0,0,0,4,4,0,0,0,0,0,0,0,2
"MAGUINDANAO, PAGLAT",23432,1376.364422,51,0,0,0,5,0,0,4,0,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,8,4,0,0,0,0,0,0,0,2
"MAGUINDANAO, PANDAG",20557,464.6693238,46,0,0,0,4,0,0,3,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,1,3,0,0,0,0,0,0,0,1
"MAGUINDANAO, PARANG",102247,643.8534443,146,0,0,0,22,1,1,7,1,1,2,12,1,0,1,6,0,1,0,5,13,4,0,0,0,31,11,0,0,3,1,0,2,1,10
"MAGUINDANAO, RAJAH BUAYAN",24973,303.4706612,53,0,0,0,5,0,0,4,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,10,4,0,0,0,0,0,0,0,2
"MAGUINDANAO, SHARIFF AGUAK",70340,1117.203691,112,0,0,0,15,0,2,6,3,1,1,8,1,0,0,4,0,0,0,4,9,3,0,0,0,43,8,0,0,2,1,0,1,1,6
"MAGUINDANAO, SOUTH UPI",32014,85.3397059,64,0,0,0,6,0,0,1,1,0,0,3,0,0,0,2,0,0,0,1,4,1,0,0,0,6,4,0,0,0,0,0,0,0,2
"MAGUINDANAO, SULTAN KUDARAT",121324,563.1404894,166,0,0,0,26,1,3,5,2,1,2,14,1,0,3,8,0,2,0,7,16,5,0,0,0,128,12,0,0,2,2,1,2,5,13
"MAGUINDANAO, SULTAN MASTURA",25741,770.8991599,54,0,0,0,5,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,15,4,0,0,0,0,0,0,0,2
"MAGUINDANAO, SULTAN SA BARONGIS",25767,310.3656056,54,0,0,0,5,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,9,4,0,0,0,0,0,0,0,2
"MAGUINDANAO, TALAYAN",25753,236.9046901,54,0,0,0,5,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,9,4,0,0,0,0,0,0,0,2
"MAGUINDANAO, TALITAY",21964,475.453244,49,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,4,3,0,0,0,0,0,0,0,2
"MAGUINDANAO, UPI",41757,105.1871049,77,0,0,0,8,0,0,3,0,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,29,5,0,0,0,0,0,0,0,3
"MARINDUQUE, BOAC",50823,278.9709773,89,0,0,0,10,0,0,2,1,0,1,5,0,0,0,3,0,0,0,2,6,2,0,0,0,40,6,0,0,2,2,0,2,1,4
"MARINDUQUE, BUENAVISTA",21018,252.3820349,47,0,0,0,4,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,6,3,0,0,1,0,0,0,0,1
"MARINDUQUE, GASAN",33772,290.4938924,66,0,0,0,7,0,1,1,1,0,1,3,0,0,0,2,0,0,0,2,4,1,0,0,0,15,5,0,0,1,0,0,1,1,3
"MARINDUQUE, MOGPOG",33341,329.5314544,65,0,0,0,7,0,1,2,1,0,1,3,0,0,0,2,0,0,0,1,4,1,0,0,0,23,5,0,0,1,0,0,1,0,3
"MARINDUQUE, SANTA CRUZ",61322,259.4360653,101,0,0,0,13,0,1,3,1,1,1,7,0,0,0,3,0,0,0,3,8,3,0,0,0,33,7,0,0,1,0,0,2,1,5
"MARINDUQUE, TORRIJOS",29360,139.6684068,60,0,0,0,6,0,1,2,1,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,0,14,4,0,0,1,0,0,0,0,2
"MASBATE, AROROY",62635,154.8312347,103,0,0,0,13,0,1,5,1,1,1,7,0,0,0,4,0,0,0,3,8,3,0,0,0,26,7,0,0,2,1,0,2,1,6
"MASBATE, BALENO",21639,107.8011201,48,0,0,0,4,0,0,2,2,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,28,3,0,0,1,0,0,0,0,1
"MASBATE, BALUD",31484,144.4161759,63,0,0,0,6,0,0,10,2,0,0,3,0,0,0,2,0,0,0,1,4,1,0,0,0,15,4,0,0,1,0,0,1,1,2
"MASBATE, BATUAN",12585,211.6586155,33,0,0,0,2,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,15,2,0,0,0,0,0,0,0,1
"MASBATE, CATAINGAN",48827,253.9447777,86,0,0,0,10,0,1,4,1,0,1,5,0,0,0,3,0,0,0,2,6,2,0,0,0,28,6,0,0,1,0,0,1,0,4
"MASBATE, CAWAYAN",59658,227.6140989,99,0,0,0,12,0,0,9,1,1,1,6,0,0,0,3,0,0,0,3,7,3,0,0,0,23,7,0,0,1,0,0,0,1,5
"MASBATE, CLAVERIA",40336,229.882032,75,0,0,0,8,0,0,4,1,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,13,5,0,0,0,0,0,0,0,3
"MASBATE, DIMASALANG",22723,225.5802596,50,0,0,0,4,0,0,3,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,27,3,0,0,1,0,0,0,0,2
"MASBATE, ESPERANZA",16834,267.4291059,40,0,0,0,3,0,0,5,2,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,52,3,0,0,2,0,0,0,0,1
"MASBATE, MANDAON",34401,128.3487176,67,0,0,0,7,0,0,7,1,0,1,3,0,0,0,2,0,0,0,2,4,2,0,0,0,16,5,0,0,1,1,0,0,0,3
"MASBATE, MASBATE CITY",81585,421.7324292,125,0,0,0,17,1,1,13,3,1,1,9,1,0,0,5,0,0,0,4,10,4,0,0,0,140,9,0,0,1,1,0,2,1,8
"MASBATE, MILAGROS",48185,90.61713343,85,0,0,0,10,0,0,3,0,0,1,5,0,0,0,3,0,0,0,2,6,2,0,0,0,7,6,0,0,1,0,0,0,0,4
"MASBATE, MOBO",32740,228.2939936,65,0,0,0,6,0,0,4,2,0,1,3,0,0,0,2,0,0,0,1,4,1,0,0,0,33,5,0,0,1,0,0,1,0,2
"MASBATE, MONREAL",21693,236.1306082,48,0,0,0,4,0,0,3,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,5,3,0,0,1,0,0,0,0,1
"MASBATE, PALANAS",24830,179.1836125,53,0,0,0,5,0,0,4,2,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,46,4,0,0,1,0,0,0,0,2
"MASBATE, PIO V. CORPUZ",22102,230.3717026,49,0,0,0,4,0,0,3,2,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,35,3,0,0,2,0,0,1,0,2
"MASBATE, PLACER",48469,190.6072869,86,0,0,0,10,0,1,7,1,0,1,5,0,0,0,3,0,0,0,2,6,2,0,0,0,14,6,0,0,1,0,0,1,0,4
"MASBATE, SAN FERNANDO",19565,298.1315698,45,0,0,0,4,0,0,4,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,4,3,0,0,1,0,0,0,0,1
"MASBATE, SAN JACINTO",26508,233.5761934,56,0,0,0,5,0,0,3,1,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,9,4,0,0,1,0,0,1,0,2
"MASBATE, SAN PASCUAL",41736,163.3238103,77,0,0,0,8,0,0,10,1,0,1,4,0,0,0,2,0,0,0,2,5,2,0,0,0,25,5,0,0,0,1,0,0,1,3
"MASBATE, USON",50404,273.5375108,88,0,0,0,10,0,0,4,1,0,1,5,0,0,0,3,0,0,0,2,6,2,0,0,0,21,6,0,0,1,1,0,0,0,4
"METROPOLITAN MANILA, KALOOKAN CITY",1381610,29421.12728,950,0,1,2,349,19,66,132,5,16,36,228,17,5,72,134,8,41,8,109,227,58,0,21,13,8097,72,58,7,69,36,11,212,64,260
"METROPOLITAN MANILA, LAS PIÑAS",532330,16046.97963,479,0,0,1,126,6,45,110,6,6,12,77,6,3,73,44,3,22,10,36,80,23,0,9,4,4533,36,41,3,28,39,3,44,16,79
"METROPOLITAN MANILA, MAKATI CITY",567349,17869.54539,501,0,1,1,135,6,37,119,5,6,13,83,6,5,56,47,3,25,5,39,86,24,0,6,8,9113,37,41,5,40,41,4,122,18,86
"METROPOLITAN MANILA, MALABON",363681,24900.65052,364,0,1,0,84,3,30,75,4,4,8,50,4,4,20,28,2,11,3,23,53,15,0,2,6,7860,27,10,4,32,24,2,65,7,50
"METROPOLITAN MANILA, MANDALUYONG",305576,27929.24192,321,0,1,0,70,3,40,75,5,3,6,41,3,4,18,23,1,14,2,19,44,13,0,1,5,9113,24,7,4,31,20,2,67,7,40
"METROPOLITAN MANILA, MANILA",1660714,45290.29421,1084,0,1,2,425,24,176,183,5,19,45,282,21,4,156,166,10,100,54,135,278,69,0,26,14,9113,83,109,6,69,63,14,201,82,327
"METROPOLITAN MANILA, MARIKINA",424610,19179.99681,407,0,0,0,99,4,32,62,4,4,9,59,4,4,39,33,2,18,1,28,63,18,0,4,4,5946,30,15,4,33,18,2,47,12,60
"METROPOLITAN MANILA, MUNTINLUPA",452943,11762.8931,426,0,0,0,106,5,45,86,8,5,10,64,5,2,60,36,2,24,7,30,67,19,0,9,4,1511,32,39,2,22,20,3,48,12,65
"METROPOLITAN MANILA, NAVOTAS",245344,31204.00609,275,0,0,0,55,2,32,78,5,2,5,32,2,3,7,18,1,9,2,15,34,10,0,2,6,5459,20,3,4,32,11,1,56,2,30
"METROPOLITAN MANILA, PARAÑAQUE",552660,12514.80037,492,0,1,1,132,6,41,91,5,6,13,80,6,4,45,46,3,26,7,38,84,23,0,6,6,5283,37,25,4,37,23,3,64,12,83
"METROPOLITAN MANILA, PASAY CITY",403064,21590.01347,392,0,1,0,94,4,26,84,4,4,9,56,4,4,24,31,2,11,2,26,59,17,0,3,5,7860,29,4,4,35,20,2,63,16,56
"METROPOLITAN MANILA, PASIG CITY",627445,19888.8658,539,0,1,1,151,7,29,132,5,7,15,93,7,5,38,53,3,23,5,44,96,26,0,5,8,8799,40,20,5,40,27,4,122,16,98
"METROPOLITAN MANILA, PATEROS",61940,31683.1139,102,0,0,0,13,0,2,13,5,1,1,7,0,3,10,4,0,3,1,3,8,3,0,0,3,7153,7,6,2,20,3,0,28,3,5
"METROPOLITAN MANILA, QUEZON CITY",2679450,18115.71715,1528,0,1,5,707,43,170,210,5,33,77,487,37,5,127,290,18,65,56,234,469,111,1,23,14,9113,118,105,6,69,63,25,201,77,592
