Timestamp,driver_code,Consistency_Race,Style_Race,Technical_Race,Pace_Race,PerformanceIndex_Race,Consistency_Qual,Style_Qual,Technical_Qual,Pace_Qual,PerformanceIndex_Qual,GrandPrix,Round,year,QualifyingPosition,RaceFinishPosition,team,driver_points,team_points
11/11/2025 20:10,SAI,0.362766971,0.463569585,0.428696087,0.5,0.438758161,1.0,0.202601548,0.42814692,0.533333333,0.54102045,Belgian Grand Prix,13,2025,15,18.0,Williams,38.0,111.0
11/11/2025 20:10,VER,0.404937703,0.516390575,0.472014082,0.911764706,0.576276767,0.985524923,0.406417651,0.466264669,0.9,0.689551811,Belgian Grand Prix,13,2025,4,4.0,Red Bull Racing,341.0,366.0
11/11/2025 20:11,HAM,0.0,0.386017072,0.442130297,0.5,0.332036842,0.246594831,0.162258602,0.326837492,0.857142857,0.398208446,Chinese Grand Prix,2,2025,5,19.0,Ferrari,148.0,362.0
11/11/2025 20:11,LEC,0.970471842,0.334272247,0.494549418,0.527777778,0.581767821,0.208271597,0.473535909,0.344409233,0.821428571,0.461911328,Chinese Grand Prix,2,2025,6,18.0,Ferrari,214.0,362.0
11/11/2025 20:11,NOR,0.829663636,0.263251104,0.620286067,0.972222222,0.671355757,2.22e-16,0.137935246,0.244998344,0.928571429,0.327876255,Chinese Grand Prix,2,2025,3,2.0,McLaren,390.0,756.0
11/11/2025 20:11,PIA,0.753368204,0.411261909,0.332319792,1.0,0.624237476,0.160385317,0.100202006,0.385839853,1.0,0.411606794,Chinese Grand Prix,2,2025,1,1.0,McLaren,366.0,756.0
11/11/2025 20:11,RUS,0.99401249,0.295006741,0.258303956,0.944444444,0.622941908,0.080941288,0.862076865,0.403080251,0.964285714,0.577596029,Chinese Grand Prix,2,2025,2,3.0,Mercedes,276.0,398.0
11/11/2025 20:11,SAI,0.67391492,0.414903175,0.551382111,0.75,0.597550052,0.987865689,0.285796917,0.32500944,0.5,0.524668012,Chinese Grand Prix,2,2025,15,10.0,Williams,38.0,111.0
11/11/2025 20:11,VER,0.856459622,1.0,0.366931041,0.916666667,0.785014332,1.0,0.891477258,0.48825397,0.892857143,0.818147093,Chinese Grand Prix,2,2025,4,4.0,Red Bull Racing,341.0,366.0
11/11/2025 20:11,HAM,0.728592648,0.5,0.802493332,0.769230769,0.700079187,0.096731402,0.437413997,0.426788232,0.681818182,0.410687953,Japanese Grand Prix,3,2025,8,7.0,Ferrari,148.0,362.0
11/11/2025 20:11,LEC,0.814604129,0.391345833,0.573933013,0.884615385,0.66612459,0.997083275,0.446398967,0.202524661,0.863636364,0.627410817,Japanese Grand Prix,3,2025,4,4.0,Ferrari,214.0,362.0
11/11/2025 20:11,NOR,0.30492653,0.5,0.168175966,0.961538462,0.483660239,0.072718441,0.529296253,0.476149711,0.954545455,0.508177465,Japanese Grand Prix,3,2025,2,2.0,McLaren,390.0,756.0
11/11/2025 20:11,PIA,0.956205935,0.601334422,0.499689989,0.923076923,0.745076817,0.996930152,0.5,0.694366494,0.909090909,0.775096889,Japanese Grand Prix,3,2025,3,3.0,McLaren,366.0,756.0
11/11/2025 20:11,RUS,0.921475496,0.534834135,0.542652668,0.846153846,0.711279036,1.0,0.43630584,0.235984947,0.818181818,0.622618151,Japanese Grand Prix,3,2025,5,5.0,Mercedes,276.0,398.0
11/11/2025 20:11,SAI,0.0,0.253267765,0.418268896,0.5,0.292884165,0.0,0.147614567,0.519646041,0.5,0.291815152,Japanese Grand Prix,3,2025,12,14.0,Williams,38.0,111.0
11/11/2025 20:11,VER,0.661886091,0.609363464,0.282225613,1.0,0.638368792,0.990890137,0.66099765,0.429533758,1.0,0.770355386,Japanese Grand Prix,3,2025,1,1.0,Red Bull Racing,341.0,366.0
11/11/2025 20:11,HAM,0.925151928,0.652558977,0.547901916,0.888888889,0.753625428,0.852082618,0.200309838,0.135076057,0.5,0.421867128,Bahrain Grand Prix,4,2025,9,5.0,Ferrari,148.0,362.0
11/11/2025 20:11,LEC,0.472706257,0.600825047,0.37824209,0.916666667,0.592110015,0.56475652,0.5,0.433217084,0.875,0.593243401,Bahrain Grand Prix,4,2025,3,4.0,Ferrari,214.0,362.0
11/11/2025 20:11,NOR,0.375550144,0.088054441,0.594115667,0.944444444,0.500541174,1.0,0.613333152,0.319105463,0.6875,0.654984654,Bahrain Grand Prix,4,2025,6,3.0,McLaren,390.0,756.0
11/11/2025 20:11,PIA,0.213270627,0.286041075,0.323893913,1.0,0.455801404,0.258856553,0.745184845,0.460580128,1.0,0.616155382,Bahrain Grand Prix,4,2025,1,1.0,McLaren,366.0,756.0
11/11/2025 20:11,RUS,0.105346039,0.249062899,0.411821537,0.972222222,0.434613174,0.0,0.246745105,0.226386806,0.9375,0.352657978,Bahrain Grand Prix,4,2025,2,2.0,Mercedes,276.0,398.0
11/11/2025 20:11,SAI,0.40077741,0.068715809,0.691946699,0.5,0.415359979,0.515903454,0.315986251,0.367263612,0.5625,0.440413329,Bahrain Grand Prix,4,2025,8,19.0,Williams,38.0,111.0
11/11/2025 20:11,VER,0.604186933,0.027093861,0.4814174,0.861111111,0.493452326,0.136289792,0.212418003,0.474763945,0.625,0.362117935,Bahrain Grand Prix,4,2025,7,6.0,Red Bull Racing,341.0,366.0
11/11/2025 20:11,HAM,0.615468646,0.409799657,0.726480604,0.571428571,0.58079437,0.99858094,0.341279842,0.309299961,0.666666667,0.578956852,Saudi Arabian Grand Prix,5,2025,7,7.0,Ferrari,148.0,362.0
11/11/2025 20:11,LEC,0.685585912,0.484514395,0.828851134,0.857142857,0.714023574,0.948339312,0.5,0.341178682,0.833333333,0.655712832,Saudi Arabian Grand Prix,5,2025,4,3.0,Ferrari,214.0,362.0
11/11/2025 20:11,NOR,0.5,0.656450381,0.651662341,0.785714286,0.648456752,0.0,0.240247862,0.467278953,0.5,0.301881704,Saudi Arabian Grand Prix,5,2025,10,4.0,McLaren,390.0,756.0
11/11/2025 20:11,PIA,0.691422626,0.232595356,0.372060344,1.0,0.574019581,1.0,0.175091646,0.407029932,0.944444444,0.631641506,Saudi Arabian Grand Prix,5,2025,2,1.0,McLaren,366.0,756.0
11/11/2025 20:11,RUS,0.781198567,0.785851251,0.41231044,0.714285714,0.673411493,0.993828115,0.392906679,0.24384786,0.888888889,0.629867886,Saudi Arabian Grand Prix,5,2025,3,5.0,Mercedes,276.0,398.0
11/11/2025 20:11,SAI,0.510295008,0.787040273,0.377708409,0.5,0.543760923,0.065435654,0.580130063,0.283352526,0.722222222,0.412785116,Saudi Arabian Grand Prix,5,2025,6,8.0,Williams,38.0,111.0
11/11/2025 20:11,VER,0.433206167,0.759464639,0.172080042,0.928571429,0.573330569,0.997772808,0.49016905,0.396153528,1.0,0.721023846,Saudi Arabian Grand Prix,5,2025,1,2.0,Red Bull Racing,341.0,366.0
11/11/2025 20:12,HAM,0.0,0.787125526,0.486180277,0.5625,0.458951451,0.997634553,9.05e-19,0.901059051,0.5,0.599673401,Miami Grand Prix,6,2025,12,8.0,Ferrari,148.0,362.0
11/11/2025 20:12,LEC,0.273204789,0.323735149,0.57841384,0.625,0.450088444,0.066416398,0.031323448,0.968698191,0.681818182,0.437064055,Miami Grand Prix,6,2025,8,7.0,Ferrari,214.0,362.0
11/11/2025 20:12,NOR,0.643696601,0.440480624,0.486346147,0.9375,0.627005843,0.0,1.0,0.0,0.954545455,0.488636364,Miami Grand Prix,6,2025,2,2.0,McLaren,390.0,756.0
11/11/2025 20:12,PIA,0.577773341,0.203479875,0.472764122,1.0,0.563504334,0.245000616,0.009039913,0.909620478,0.863636364,0.506824342,Miami Grand Prix,6,2025,4,1.0,McLaren,366.0,756.0
11/11/2025 20:12,RUS,0.700171363,0.333872641,0.756761932,0.875,0.666451484,0.996274062,0.032392545,0.940230839,0.818181818,0.696769816,Miami Grand Prix,6,2025,5,3.0,Mercedes,276.0,398.0
11/11/2025 20:12,SAI,0.695008073,0.5,0.296026477,0.5,0.497758638,0.99493644,0.025712688,0.964387686,0.772727273,0.689441022,Miami Grand Prix,6,2025,6,9.0,Williams,38.0,111.0
11/11/2025 20:12,VER,0.852846586,0.454730103,0.5,0.8125,0.655019172,0.998171408,0.005127996,0.90945148,1.0,0.728187721,Miami Grand Prix,6,2025,1,4.0,Red Bull Racing,341.0,366.0
11/11/2025 20:12,HAM,0.61019981,0.682879337,0.431732342,0.785714286,0.627631444,1.0,0.5,0.197439007,0.5,0.549359752,Emilia Romagna Grand Prix,7,2025,12,4.0,Ferrari,148.0,362.0
11/11/2025 20:12,LEC,0.585795661,0.5,0.364996526,0.642857143,0.523412332,0.991371007,0.42441333,0.423695967,0.545454545,0.596233712,Emilia Romagna Grand Prix,7,2025,11,6.0,Ferrari,214.0,362.0
11/11/2025 20:12,NOR,0.387472779,0.69847939,0.484834794,0.928571429,0.624839598,0.991444651,0.314123775,0.213908893,0.863636364,0.595778421,Emilia Romagna Grand Prix,7,2025,4,2.0,McLaren,390.0,756.0
11/11/2025 20:12,PIA,0.569799282,0.542507373,0.323801164,0.857142857,0.573312669,0.0,0.404275755,0.325933032,1.0,0.432552197,Emilia Romagna Grand Prix,7,2025,1,3.0,McLaren,366.0,756.0
11/11/2025 20:12,RUS,0.829260933,0.281044574,0.522957313,0.571428571,0.551172848,0.992697598,0.5,0.360877392,0.909090909,0.690666475,Emilia Romagna Grand Prix,7,2025,3,7.0,Mercedes,276.0,398.0
11/11/2025 20:12,SAI,1.0,0.516054218,0.508702872,0.5,0.631189272,0.982567527,0.578133347,0.395083237,0.772727273,0.682127846,Emilia Romagna Grand Prix,7,2025,6,8.0,Williams,38.0,111.0
11/11/2025 20:12,VER,-4.44e-16,0.558099652,0.645108301,1.0,0.550801988,0.996069444,0.527409488,0.44862924,0.954545455,0.731663407,Emilia Romagna Grand Prix,7,2025,2,1.0,Red Bull Racing,341.0,366.0
11/11/2025 20:12,HAM,0.579425444,0.548022932,0.25414351,0.8,0.545397972,0.657832223,0.492138553,0.383930431,0.884615385,0.604629148,Monaco Grand Prix,8,2025,4,5.0,Ferrari,148.0,362.0
11/11/2025 20:12,LEC,0.905367312,0.346396373,0.585235942,0.95,0.696749907,0.680729038,0.139114736,0.541565847,0.961538462,0.580737021,Monaco Grand Prix,8,2025,2,2.0,Ferrari,214.0,362.0
11/11/2025 20:12,NOR,0.983788505,0.44041395,0.23625685,1.0,0.665114826,0.805838941,0.553189789,0.041069992,1.0,0.60002468,Monaco Grand Prix,8,2025,1,1.0,McLaren,390.0,756.0
11/11/2025 20:12,PIA,0.628754383,0.368811363,0.375368467,0.9,0.568233553,0.478228027,0.086020133,0.600520869,0.923076923,0.521961488,Monaco Grand Prix,8,2025,3,3.0,McLaren,366.0,756.0
11/11/2025 20:12,RUS,0.0,0.2092246,0.240495158,0.5,0.237429939,0.0,0.537543247,0.206917387,0.5,0.311115159,Monaco Grand Prix,8,2025,14,11.0,Mercedes,276.0,398.0
11/11/2025 20:12,SAI,0.612256603,0.173051293,0.435544166,0.55,0.442713015,0.633054874,0.286134055,0.593157289,0.615384615,0.531932709,Monaco Grand Prix,8,2025,11,10.0,Williams,38.0,111.0
11/11/2025 20:12,VER,0.819448048,0.715626277,0.514576258,0.85,0.724912646,1.0,0.493743834,0.616175967,0.846153846,0.739018412,Monaco Grand Prix,8,2025,5,4.0,Red Bull Racing,341.0,366.0
11/11/2025 20:12,HAM,0.727433182,0.360128575,0.291300889,0.807692308,0.546638739,0.405270111,0.714955972,0.491193531,0.882352941,0.623443139,Spanish Grand Prix,9,2025,5,6.0,Ferrari,148.0,362.0
11/11/2025 20:12,LEC,0.559990295,0.01946896,0.384914582,0.923076923,0.47186269,0.562496469,0.79636766,0.447007756,0.823529412,0.657350324,Spanish Grand Prix,9,2025,7,3.0,Ferrari,214.0,362.0
11/11/2025 20:12,NOR,0.097381145,0.660491652,0.561591965,0.961538462,0.570250806,0.0,0.324707973,0.254481141,0.970588235,0.387444337,Spanish Grand Prix,9,2025,2,2.0,McLaren,390.0,756.0
11/11/2025 20:12,PIA,-2.22e-16,0.175199164,0.714738995,1.0,0.47248454,0.59420753,0.208691802,0.50456022,1.0,0.576864888,Spanish Grand Prix,9,2025,1,1.0,McLaren,366.0,756.0
11/11/2025 20:12,RUS,0.644216862,0.5,0.552301279,0.884615385,0.645283381,0.574922463,0.441936575,0.388618715,0.911764706,0.579310615,Spanish Grand Prix,9,2025,4,4.0,Mercedes,276.0,398.0
11/11/2025 20:12,SAI,1.0,0.720980306,0.426533686,0.5,0.661878498,1.0,0.064981522,0.423588421,0.5,0.497142486,Spanish Grand Prix,9,2025,18,14.0,Williams,38.0,111.0
11/11/2025 20:12,VER,0.080883004,0.543299462,0.485867628,0.653846154,0.440974062,0.658158104,0.221233887,0.423016386,0.941176471,0.560896212,Spanish Grand Prix,9,2025,3,10.0,Red Bull Racing,341.0,366.0
11/11/2025 20:12,HAM,0.317257557,0.24327096,0.546221733,0.852941176,0.489922857,0.137252549,0.482634889,0.606139426,0.875,0.525256716,Canadian Grand Prix,10,2025,5,6.0,Ferrari,148.0,362.0
11/11/2025 20:12,LEC,0.192881177,0.092513267,0.301332168,0.882352941,0.367269888,0.088310252,0.157759064,0.308821651,0.78125,0.334035242,Canadian Grand Prix,10,2025,8,5.0,Ferrari,214.0,362.0
11/11/2025 20:12,NOR,1.0,0.923481362,0.594135483,0.5,0.754404211,0.330037705,0.967232522,0.606578804,0.8125,0.679087258,Canadian Grand Prix,10,2025,7,18.0,McLaren,390.0,756.0
11/11/2025 20:12,PIA,0.057911563,0.298941929,0.321612736,0.911764706,0.397557733,0.0,0.500921703,0.724857222,0.9375,0.540819731,Canadian Grand Prix,10,2025,3,4.0,McLaren,366.0,756.0
11/11/2025 20:12,RUS,0.0,0.5,0.789936678,1.0,0.572484169,1.0,0.230832673,0.456446512,1.0,0.671819796,Canadian Grand Prix,10,2025,1,1.0,Mercedes,276.0,398.0
11/11/2025 20:12,SAI,0.14012831,0.491767575,0.211517131,0.735294118,0.394676783,0.365411438,0.387805567,0.18943579,0.5,0.360663199,Canadian Grand Prix,10,2025,17,10.0,Williams,38.0,111.0
11/11/2025 20:12,VER,0.022734015,0.262640505,0.345904208,0.970588235,0.400466741,0.511745136,0.440012617,0.548472508,0.96875,0.617245065,Canadian Grand Prix,10,2025,2,2.0,Red Bull Racing,341.0,366.0
11/11/2025 20:12,HAM,0.48710484,0.86930676,0.307712745,0.884615385,0.637184933,0.254063427,0.202731686,0.403173835,0.8,0.414992237,British Grand Prix,12,2025,5,4.0,Ferrari,148.0,362.0
11/11/2025 20:12,LEC,0.5,0.200462027,0.573511629,0.5,0.443493414,0.0,0.199631027,0.30500367,0.75,0.313658674,British Grand Prix,12,2025,6,14.0,Ferrari,214.0,362.0
11/11/2025 20:12,NOR,0.66396276,0.550558577,0.326394795,1.0,0.635229033,0.168949824,0.5,0.417430291,0.9,0.496595029,British Grand Prix,12,2025,3,1.0,McLaren,390.0,756.0
11/11/2025 20:12,PIA,0.459342013,0.380608409,0.708798802,0.961538462,0.627571921,0.340871269,0.202857721,0.19025077,0.95,0.42099494,British Grand Prix,12,2025,2,2.0,McLaren,366.0,756.0
11/11/2025 20:12,RUS,0.480018936,0.536961145,0.402736254,0.653846154,0.518390622,0.463925427,0.791862942,0.231651335,0.85,0.584359926,British Grand Prix,12,2025,4,10.0,Mercedes,276.0,398.0
11/11/2025 20:12,SAI,0.72045468,0.0,0.626123734,0.576923077,0.480875373,1.0,0.85449311,0.310061108,0.5,0.666138554,British Grand Prix,12,2025,11,12.0,Williams,38.0,111.0
11/11/2025 20:12,VER,0.709518413,0.668241925,0.407227682,0.846153846,0.657785467,0.994154739,0.116511469,0.342687795,1.0,0.613338501,British Grand Prix,12,2025,1,5.0,Red Bull Racing,341.0,366.0
11/11/2025 20:13,HAM,0.5,0.5,0.585871415,0.823529412,0.602350207,0.998794876,0.233225158,0.267885307,0.5,0.499976335,Belgian Grand Prix,13,2025,16,7.0,Ferrari,148.0,362.0
11/11/2025 20:13,LEC,0.427363475,0.539113379,0.525273447,0.941176471,0.608231693,0.99343378,0.482905206,0.355197852,0.933333333,0.691217543,Belgian Grand Prix,13,2025,3,3.0,Ferrari,214.0,362.0
11/11/2025 20:13,NOR,0.5,0.703571283,0.155079911,0.970588235,0.582309857,0.02934873,1.0,0.452524808,1.0,0.620468384,Belgian Grand Prix,13,2025,1,2.0,McLaren,390.0,756.0
11/11/2025 20:13,PIA,0.544546663,0.603343904,0.638083408,1.0,0.696493494,0.124186139,0.40847824,0.215943247,0.966666667,0.428818573,Belgian Grand Prix,13,2025,2,1.0,McLaren,366.0,756.0
11/11/2025 20:13,RUS,0.459704063,0.381179064,0.528129028,0.882352941,0.562841274,0.984313931,0.271511674,0.513233026,0.833333333,0.650597991,Belgian Grand Prix,13,2025,6,5.0,Mercedes,276.0,398.0
11/11/2025 20:13,SAI,0.362766971,0.464309381,0.428696087,0.5,0.43894311,1.0,0.200293406,0.42814692,0.533333333,0.540443415,Belgian Grand Prix,13,2025,15,18.0,Williams,38.0,111.0
11/11/2025 20:13,VER,0.404937703,0.514980088,0.472014082,0.911764706,0.575924145,0.985524923,0.406753179,0.466264669,0.9,0.689635693,Belgian Grand Prix,13,2025,4,4.0,Red Bull Racing,341.0,366.0
11/11/2025 20:13,HAM,0.466618145,0.287687281,0.717438417,0.576923077,0.51216673,1.0,0.24796265,0.44296167,0.541666667,0.558147747,Hungarian Grand Prix,14,2025,12,12.0,Ferrari,148.0,362.0
11/11/2025 20:13,LEC,0.516425443,0.407512118,0.437813312,0.884615385,0.561591564,0.636971988,0.464887542,0.372188305,1.0,0.618511959,Hungarian Grand Prix,14,2025,1,4.0,Ferrari,214.0,362.0
11/11/2025 20:13,NOR,1.0,0.5,0.68412788,1.0,0.79603197,0.82774543,0.807320099,0.524917771,0.916666667,0.769162492,Hungarian Grand Prix,14,2025,3,1.0,McLaren,390.0,756.0
11/11/2025 20:13,PIA,0.226703682,0.704902905,0.222632912,0.961538462,0.52894449,0.95720496,0.26156366,0.475134883,0.958333333,0.663059209,Hungarian Grand Prix,14,2025,2,2.0,McLaren,366.0,756.0
11/11/2025 20:13,RUS,0.186945033,0.474303555,0.550659782,0.923076923,0.533746323,0.848334271,0.43537565,0.259140222,0.875,0.604462536,Hungarian Grand Prix,14,2025,4,3.0,Mercedes,276.0,398.0
11/11/2025 20:13,SAI,0.015834195,0.230237414,0.405728832,0.5,0.28795011,0.0,0.651267032,0.315233531,0.5,0.366625141,Hungarian Grand Prix,14,2025,13,14.0,Williams,38.0,111.0
11/11/2025 20:13,VER,0.049387419,0.429725046,0.50492729,0.692307692,0.419086862,0.913595684,0.429359218,0.393970733,0.708333333,0.611314742,Hungarian Grand Prix,14,2025,8,9.0,Red Bull Racing,341.0,366.0
11/11/2025 20:13,HAM,1.0,0.432357388,0.484094332,0.5,0.60411293,0.566429954,0.34026664,0.298359098,0.625,0.457513923,Dutch Grand Prix,15,2025,7,20.0,Ferrari,148.0,362.0
11/11/2025 20:13,LEC,0.501598718,0.415802144,0.44771939,0.526315789,0.47285901,1.11e-16,0.449334176,0.437895912,0.6875,0.393682522,Dutch Grand Prix,15,2025,6,19.0,Ferrari,214.0,362.0
11/11/2025 20:13,NOR,0.111768963,0.478317204,0.551377912,0.552631579,0.423523914,0.393863339,0.202587034,0.428305531,0.9375,0.490563976,Dutch Grand Prix,15,2025,2,18.0,McLaren,390.0,756.0
11/11/2025 20:13,PIA,0.0,0.40413378,0.3664546,1.0,0.442647095,0.52432001,0.79079602,0.521979866,1.0,0.709273974,Dutch Grand Prix,15,2025,1,1.0,McLaren,366.0,756.0
11/11/2025 20:13,RUS,0.168118629,0.158470864,0.569828808,0.921052632,0.454367733,0.999024823,0.323052107,0.485177099,0.75,0.639313507,Dutch Grand Prix,15,2025,5,4.0,Mercedes,276.0,398.0
11/11/2025 20:13,SAI,0.196782095,0.186959281,0.587656628,0.684210526,0.413902132,0.938997508,0.608771055,0.271016284,0.5,0.579696211,Dutch Grand Prix,15,2025,9,13.0,Williams,38.0,111.0
11/11/2025 20:13,VER,0.098572235,1.0,0.471469225,0.973684211,0.635931418,0.886517599,1.0,0.495195052,0.875,0.814178163,Dutch Grand Prix,15,2025,3,2.0,Red Bull Racing,341.0,366.0
11/11/2025 20:13,HAM,0.591811297,0.5,0.917391304,0.75,0.68980065,0.999300266,0.257814247,0.416043285,0.833333333,0.626622783,Italian Grand Prix,16,2025,5,6.0,Ferrari,148.0,362.0
11/11/2025 20:13,LEC,0.675702462,0.63644698,0.396797299,0.85,0.639736685,0.999648119,0.5,0.526027829,0.875,0.725168987,Italian Grand Prix,16,2025,4,4.0,Ferrari,214.0,362.0
11/11/2025 20:13,NOR,0.316355469,0.5,0.256357714,0.95,0.505678296,0.0,0.383899374,0.354525035,0.958333333,0.424189436,Italian Grand Prix,16,2025,2,2.0,McLaren,390.0,756.0
11/11/2025 20:13,PIA,1.0,0.742023351,0.2992655,0.9,0.735322213,0.506547597,0.335153816,0.284828288,0.916666667,0.510799092,Italian Grand Prix,16,2025,3,3.0,McLaren,366.0,756.0
11/11/2025 20:13,RUS,0.393172616,0.532370082,0.61268841,0.8,0.584557777,0.999582361,0.43293567,0.385057182,0.791666667,0.65231047,Italian Grand Prix,16,2025,6,5.0,Mercedes,276.0,398.0
11/11/2025 20:13,SAI,0.0,0.506208541,0.271460823,0.5,0.319417341,0.740149478,0.509777429,0.268276592,0.5,0.504550875,Italian Grand Prix,16,2025,13,11.0,Williams,38.0,111.0
11/11/2025 20:13,VER,0.758545,0.570877976,0.299115599,1.0,0.657134644,0.994397955,0.420804959,0.246216373,1.0,0.665354822,Italian Grand Prix,16,2025,1,1.0,Red Bull Racing,341.0,366.0
11/11/2025 20:13,HAM,1.11e-16,0.238525419,0.761842808,0.611111111,0.402869834,0.09689428,0.352539665,0.291898875,0.868421053,0.402438468,Singapore Grand Prix,18,2025,6,8.0,Ferrari,148.0,362.0
11/11/2025 20:13,LEC,0.900643719,0.545803626,0.400186809,0.722222222,0.642214094,0.04808609,0.118023618,0.346676608,0.842105263,0.338722895,Singapore Grand Prix,18,2025,7,6.0,Ferrari,214.0,362.0
11/11/2025 20:13,NOR,1.0,0.663336117,0.672725541,0.888888889,0.806237637,0.0,0.065669781,0.205484758,0.894736842,0.291472845,Singapore Grand Prix,18,2025,5,3.0,McLaren,390.0,756.0
11/11/2025 20:13,PIA,0.827826678,0.400671023,0.35906361,0.833333333,0.605223661,0.043616365,0.344975253,0.508540401,0.947368421,0.46112511,Singapore Grand Prix,18,2025,3,4.0,McLaren,366.0,756.0
11/11/2025 20:13,RUS,0.989168122,0.312557589,0.323729853,1.0,0.656363891,0.988921453,0.894189967,0.476460718,1.0,0.839893034,Singapore Grand Prix,18,2025,1,1.0,Mercedes,276.0,398.0
11/11/2025 20:13,SAI,0.746166976,0.5,0.214277227,0.5,0.490111051,1.0,0.201024412,0.202463083,0.5,0.475871874,Singapore Grand Prix,18,2025,20,10.0,Williams,38.0,111.0
11/11/2025 20:13,VER,0.96460392,0.319047037,0.315874755,0.944444444,0.635992539,0.93342144,0.717422169,0.6431187,0.973684211,0.81691163,Singapore Grand Prix,18,2025,2,2.0,Red Bull Racing,341.0,366.0
11/11/2025 20:13,HAM,0.023914779,0.523252749,0.194034298,0.921052632,0.415563614,0.989981614,0.5,0.159496521,0.75,0.599869534,United States Grand Prix,19,2025,5,4.0,Ferrari,148.0,362.0
11/11/2025 20:13,LEC,0.028276236,0.315800371,0.26968407,0.947368421,0.390282274,0.920732486,0.183573913,0.432963408,0.875,0.603067452,United States Grand Prix,19,2025,3,3.0,Ferrari,214.0,362.0
11/11/2025 20:13,NOR,0.00384102,0.31994529,0.297255915,0.973684211,0.398681609,0.110991339,0.394329436,0.585439193,0.9375,0.507064992,United States Grand Prix,19,2025,2,2.0,McLaren,390.0,756.0
11/11/2025 20:13,PIA,0.014584894,0.407970569,0.278458301,0.894736842,0.398937652,0.0,0.405379479,0.533645664,0.6875,0.406631286,United States Grand Prix,19,2025,6,5.0,McLaren,366.0,756.0
11/11/2025 20:13,RUS,0.028441197,0.5,0.867179699,0.868421053,0.566010487,0.99576864,0.508849811,0.492218258,0.8125,0.702334177,United States Grand Prix,19,2025,4,6.0,Mercedes,276.0,398.0
11/11/2025 20:13,SAI,1.0,0.452003665,0.254886613,0.5,0.551722569,1.0,0.319817132,0.597540914,0.5,0.604339511,United States Grand Prix,19,2025,9,20.0,Williams,38.0,111.0
11/11/2025 20:13,VER,0.019128112,0.32499698,0.258435522,1.0,0.400640154,0.990370416,0.300718369,0.568887389,1.0,0.714994044,United States Grand Prix,19,2025,1,1.0,Red Bull Racing,341.0,366.0
2025-11-11 20:52:56,ALB,0.3859385492297535,0.2369124308714614,0.574291553426801,0.5625,0.439910633382004,0.715451140969158,0.2301676662428767,0.0406224571470343,0.6666666666666667,0.4132269827564339,Bahrain Grand Prix,1,2024,13,15.0,Williams Mercedes,12.0,17.0
