race_name,Laps,Corners,Circuit length (km),Race distance (km),Direction,Accident,Collision,Damage Related,Finish,Total_Entries,Finish_pct,Accident_pct,Collision_pct,Damage Related_pct,DNF_pct,Race_Complexity_Score,Safety_Index
Eifel Grand Prix,60,15,5.148,308.617,Clockwise,0.0,1.0,0.0,15.0,16.0,93.75,0.0,6.25,0.0,6.25,0.275,0.6625
Portuguese Grand Prix,66,15,4.653,306.826,Clockwise,0.0,2.0,0.0,15.0,17.0,88.23529411764706,0.0,11.76470588235294,0.0,11.764705882352942,0.38529411764705884,0.4970588235294117
Emilia Romagna Grand Prix,63,19,4.909,309.049,Anti-clockwise,1.0,5.0,0.0,46.0,52.0,88.46153846153845,1.9230769230769231,9.615384615384617,0.0,11.538461538461547,0.4207692307692309,0.4638461538461537
Turkish Grand Prix,58,14,5.338,309.396,Anti-clockwise,0.0,2.0,0.0,19.0,21.0,90.47619047619048,0.0,9.523809523809524,0.0,9.523809523809518,0.3304761904761904,0.5742857142857143
Sakhir Grand Prix,87,11,3.543,308.238,Clockwise,1.0,1.0,0.0,17.0,19.0,89.47368421052632,5.263157894736842,5.263157894736842,0.0,10.526315789473685,0.3205263157894737,0.5742105263157895
Dutch Grand Prix,72,14,4.259,306.648,Clockwise,2.0,0.0,1.0,45.0,48.0,93.75,4.166666666666666,0.0,2.083333333333333,6.25,0.265,0.6725
Qatar Grand Prix,57,16,5.419,308.611,Clockwise,2.0,4.0,1.0,35.0,42.0,83.33333333333334,4.761904761904762,9.523809523809524,2.380952380952381,16.666666666666657,0.49333333333333323,0.34000000000000025
Saudi Arabian Grand Prix,50,27,6.174,308.45,Anti-clockwise,3.0,5.0,0.0,53.0,61.0,86.88524590163934,4.918032786885246,8.19672131147541,0.0,13.114754098360663,0.5322950819672132,0.3365573770491802
Miami Grand Prix,57,19,5.41,308.326,Clockwise,0.0,3.0,0.0,52.0,55.0,94.54545454545455,0.0,5.454545454545454,0.0,5.454545454545453,0.2990909090909091,0.6463636363636364
Las Vegas Grand Prix,50,17,6.201,310.05,Anti-clockwise,1.0,0.0,0.0,33.0,34.0,97.05882352941177,2.941176470588235,0.0,0.0,2.941176470588232,0.22882352941176468,0.741764705882353
